## 20190510154539
1260.000, -9.274, -34.375, -34.924, -35.575
1260.050, -9.044, -34.706, -35.281, -36.447
1260.100, -8.841, -34.416, -34.662, -35.301
1260.150, -8.631, -34.170, -34.966, -36.046
1260.200, -8.448, -34.744, -34.675, -35.671
1260.250, -8.249, -34.467, -35.305, -35.676
1260.300, -8.075, -35.396, -34.406, -35.674
1260.350, -7.884, -34.144, -34.980, -35.666
1260.400, -7.714, -34.671, -34.686, -35.321
1260.450, -7.537, -34.711, -34.927, -35.602
1260.500, -7.363, -34.438, -35.235, -35.964
1260.550, -7.187, -34.623, -34.474, -34.809
1260.600, -7.017, -34.664, -34.533, -35.662
1260.650, -6.851, -34.898, -34.818, -34.863
1260.700, -6.685, -34.483, -35.136, -35.554
1260.750, -6.529, -34.318, -34.968, -35.662
1260.800, -6.367, -34.536, -35.115, -36.142
1260.850, -6.212, -34.860, -35.476, -36.394
1260.900, -6.052, -34.245, -35.307, -36.771
1260.950, -5.907, -34.260, -35.232, -35.880
1261.000, -5.753, -33.913, -35.250, -36.233
1261.050, -5.611, -34.241, -35.271, -35.784
1261.100, -5.463, -34.903, -35.296, -35.944
1261.150, -5.325, -34.560, -35.607, -36.397
1261.200, -5.181, -34.957, -36.397, -36.156
1261.250, -5.045, -35.101, -36.225, -36.831
1261.300, -4.910, -34.591, -36.151, -35.935
1261.350, -4.780, -34.250, -36.156, -36.715
1261.400, -4.652, -34.185, -35.841, -36.317
1261.450, -4.525, -34.383, -35.465, -35.804
1261.500, -4.404, -34.254, -35.864, -35.952
1261.550, -4.283, -34.334, -36.115, -36.069
1261.600, -4.168, -34.603, -36.373, -36.619
1261.650, -4.053, -34.505, -37.502, -36.966
1261.700, -3.943, -34.368, -36.808, -37.267
1261.750, -3.832, -34.536, -35.770, -36.803
1261.800, -3.724, -34.847, -36.121, -36.410
1261.850, -3.619, -34.530, -36.771, -36.399
1261.900, -3.519, -34.319, -36.605, -36.715
1261.950, -3.419, -34.997, -36.123, -36.538
1262.000, -3.321, -34.826, -36.663, -36.755
1262.050, -3.223, -34.905, -37.861, -36.537
1262.100, -3.130, -34.750, -36.437, -36.440
1262.150, -3.038, -35.256, -36.426, -35.766
1262.200, -2.951, -36.073, -37.386, -36.317
1262.250, -2.867, -35.272, -36.351, -36.150
1262.300, -2.784, -36.034, -36.893, -36.096
1262.350, -2.705, -35.348, -36.342, -36.461
1262.400, -2.625, -35.135, -37.323, -36.572
1262.450, -2.553, -35.397, -38.685, -37.320
1262.500, -2.480, -35.239, -37.631, -36.865
1262.550, -2.411, -35.123, -37.475, -36.272
1262.600, -2.343, -35.810, -38.506, -36.671
1262.650, -2.279, -35.762, -38.174, -37.026
1262.700, -2.217, -35.420, -37.282, -36.705
1262.750, -2.158, -35.847, -37.345, -36.478
1262.800, -2.101, -36.464, -38.341, -36.735
1262.850, -2.047, -36.356, -38.065, -37.257
1262.900, -1.994, -35.884, -37.534, -36.785
1262.950, -1.943, -35.720, -37.152, -36.720
1263.000, -1.893, -36.012, -37.340, -36.903
1263.050, -1.845, -36.493, -37.987, -36.553
1263.100, -1.800, -37.051, -38.202, -36.428
1263.150, -1.757, -36.056, -37.709, -36.447
1263.200, -1.714, -35.475, -37.592, -36.863
1263.250, -1.675, -36.080, -38.144, -36.215
1263.300, -1.636, -35.910, -37.748, -36.447
1263.350, -1.601, -36.617, -36.749, -36.962
1263.400, -1.567, -36.026, -36.615, -37.521
1263.450, -1.535, -36.253, -38.600, -36.738
1263.500, -1.507, -36.708, -39.134, -36.588
1263.550, -1.478, -36.810, -37.964, -36.979
1263.600, -1.454, -36.802, -37.267, -36.699
1263.650, -1.429, -36.789, -38.567, -37.358
1263.700, -1.407, -36.773, -38.518, -37.190
1263.750, -1.385, -36.752, -37.358, -36.651
1263.800, -1.366, -37.118, -37.924, -35.875
1263.850, -1.347, -36.088, -38.849, -37.038
1263.900, -1.331, -36.111, -39.015, -36.325
1263.950, -1.315, -36.198, -39.738, -36.363
1264.000, -1.300, -36.188, -39.161, -37.267
1264.050, -1.285, -36.999, -38.339, -36.606
1264.100, -1.272, -36.741, -38.852, -36.058
1264.150, -1.259, -35.523, -40.773, -35.998
1264.200, -1.249, -36.077, -38.552, -36.388
1264.250, -1.238, -36.635, -38.248, -35.726
1264.300, -1.228, -36.721, -40.661, -35.991
1264.350, -1.221, -36.743, -41.195, -36.438
1264.400, -1.213, -37.705, -39.369, -36.535
1264.450, -1.208, -37.452, -41.720, -36.554
1264.500, -1.204, -37.339, -39.772, -35.911
1264.550, -1.201, -36.607, -39.774, -36.643
1264.600, -1.199, -36.040, -39.405, -36.113
1264.650, -1.198, -36.179, -38.636, -36.542
1264.700, -1.197, -36.074, -38.806, -36.496
1264.750, -1.196, -35.666, -40.889, -37.229
1264.800, -1.195, -35.931, -41.897, -38.669
1264.850, -1.194, -36.553, -40.524, -37.476
1264.900, -1.193, -36.231, -40.012, -37.079
1264.950, -1.193, -36.306, -38.966, -36.950
1265.000, -1.191, -36.441, -39.663, -36.236
1265.050, -1.190, -35.971, -41.160, -36.550
1265.100, -1.189, -36.033, -41.150, -36.964
1265.150, -1.188, -35.927, -42.124, -37.683
1265.200, -1.187, -35.510, -42.803, -37.323
1265.250, -1.187, -34.882, -42.807, -36.599
1265.300, -1.187, -35.199, -44.617, -36.829
1265.350, -1.186, -36.354, -39.952, -36.602
1265.400, -1.186, -36.029, -39.050, -37.270
1265.450, -1.187, -36.175, -39.789, -36.358
1265.500, -1.190, -36.648, -39.300, -36.429
1265.550, -1.192, -35.759, -40.644, -35.596
1265.600, -1.195, -35.783, -39.620, -36.199
1265.650, -1.199, -35.621, -39.793, -36.587
1265.700, -1.202, -35.272, -39.406, -36.596
1265.750, -1.205, -35.419, -41.425, -37.312
1265.800, -1.209, -35.279, -41.743, -38.080
1265.850, -1.212, -35.158, -39.058, -37.415
1265.900, -1.214, -35.392, -40.152, -37.454
1265.950, -1.216, -35.768, -39.608, -37.618
1266.000, -1.218, -35.863, -38.500, -36.787
1266.050, -1.218, -34.962, -38.901, -36.526
1266.100, -1.217, -35.297, -39.054, -36.908
1266.150, -1.216, -35.758, -39.039, -36.990
1266.200, -1.214, -35.800, -37.730, -36.978
1266.250, -1.214, -35.794, -38.920, -36.506
1266.300, -1.212, -36.205, -39.023, -36.049
1266.350, -1.210, -35.810, -39.933, -36.033
1266.400, -1.208, -35.806, -37.651, -36.960
1266.450, -1.206, -35.819, -37.074, -36.996
1266.500, -1.205, -35.835, -38.939, -36.115
1266.550, -1.206, -36.246, -39.084, -37.436
1266.600, -1.205, -36.306, -38.407, -36.242
1266.650, -1.205, -35.959, -38.987, -35.468
1266.700, -1.204, -36.264, -39.136, -36.359
1266.750, -1.205, -36.348, -39.147, -36.245
1266.800, -1.205, -36.355, -39.154, -36.158
1266.850, -1.206, -36.358, -38.093, -36.160
1266.900, -1.207, -36.689, -38.180, -36.467
1266.950, -1.209, -36.496, -38.374, -36.000
1267.000, -1.209, -36.997, -38.869, -36.290
1267.050, -1.208, -37.334, -38.098, -35.701
1267.100, -1.207, -37.319, -38.601, -36.758
1267.150, -1.205, -36.579, -39.084, -35.904
1267.200, -1.203, -36.273, -39.067, -35.836
1267.250, -1.200, -36.607, -39.053, -35.475
1267.300, -1.197, -36.728, -38.449, -36.881
1267.350, -1.193, -37.588, -41.319, -37.108
1267.400, -1.189, -36.957, -40.478, -37.414
1267.450, -1.184, -36.339, -38.561, -36.684
1267.500, -1.180, -35.915, -40.400, -36.893
1267.550, -1.176, -37.393, -40.224, -36.251
1267.600, -1.174, -36.632, -40.019, -36.421
1267.650, -1.170, -36.666, -38.668, -35.884
1267.700, -1.165, -36.798, -38.892, -35.718
1267.750, -1.162, -36.145, -38.565, -35.467
1267.800, -1.160, -36.511, -38.878, -35.885
1267.850, -1.159, -36.211, -40.454, -35.889
1267.900, -1.158, -36.499, -40.483, -35.763
1267.950, -1.156, -35.955, -40.098, -35.763
1268.000, -1.154, -35.538, -39.462, -35.760
1268.050, -1.153, -36.656, -39.746, -36.916
1268.100, -1.151, -37.355, -40.854, -37.256
1268.150, -1.148, -36.273, -39.650, -37.071
1268.200, -1.145, -35.880, -39.769, -36.690
1268.250, -1.144, -35.865, -40.910, -36.545
1268.300, -1.142, -35.849, -39.451, -35.848
1268.350, -1.139, -35.516, -39.065, -35.669
1268.400, -1.136, -36.117, -39.829, -36.759
1268.450, -1.134, -35.550, -40.982, -36.578
1268.500, -1.132, -35.433, -40.131, -36.504
1268.550, -1.130, -34.838, -41.002, -36.509
1268.600, -1.128, -35.037, -41.201, -36.520
1268.650, -1.126, -35.102, -42.539, -36.161
1268.700, -1.123, -34.843, -38.856, -36.465
1268.750, -1.122, -34.333, -38.338, -36.214
1268.800, -1.120, -35.159, -40.361, -37.223
1268.850, -1.119, -35.027, -40.404, -36.886
1268.900, -1.118, -34.633, -40.869, -37.298
1268.950, -1.119, -34.179, -38.701, -37.305
1269.000, -1.119, -33.993, -39.106, -37.117
1269.050, -1.120, -33.991, -38.001, -37.117
1269.100, -1.120, -33.821, -38.832, -36.480
1269.150, -1.121, -33.416, -40.093, -35.898
1269.200, -1.120, -33.563, -38.319, -36.631
1269.250, -1.120, -34.066, -39.253, -37.470
1269.300, -1.120, -33.262, -40.051, -36.438
1269.350, -1.120, -33.323, -38.663, -36.444
1269.400, -1.119, -33.227, -38.311, -36.935
1269.450, -1.118, -32.820, -38.300, -36.219
1269.500, -1.118, -33.500, -40.657, -37.845
1269.550, -1.118, -32.842, -39.268, -36.275
1269.600, -1.117, -32.569, -39.061, -37.386
1269.650, -1.116, -32.906, -39.067, -37.079
1269.700, -1.118, -32.969, -39.868, -36.598
1269.750, -1.118, -32.984, -37.936, -37.432
1269.800, -1.118, -32.665, -38.820, -38.731
1269.850, -1.119, -32.461, -38.490, -37.863
1269.900, -1.119, -32.441, -38.370, -37.212
1269.950, -1.120, -32.319, -38.954, -36.373
1270.000, -1.122, -32.417, -38.602, -36.828
1270.050, -1.124, -32.344, -38.952, -36.756
1270.100, -1.126, -32.297, -38.635, -36.961
1270.150, -1.127, -32.294, -37.936, -36.440
1270.200, -1.128, -32.412, -37.744, -37.164
1270.250, -1.130, -32.199, -38.709, -37.254
1270.300, -1.132, -32.088, -39.142, -36.720
1270.350, -1.133, -31.699, -37.999, -37.809
1270.400, -1.133, -31.692, -37.686, -37.312
1270.450, -1.135, -31.713, -37.669, -37.481
1270.500, -1.135, -31.955, -38.161, -37.142
1270.550, -1.136, -31.631, -37.300, -36.253
1270.600, -1.137, -31.657, -36.667, -36.811
1270.650, -1.139, -31.566, -36.966, -36.617
1270.700, -1.140, -31.660, -38.004, -36.525
1270.750, -1.139, -31.374, -37.813, -35.886
1270.800, -1.139, -31.380, -36.874, -35.983
1270.850, -1.140, -31.253, -37.299, -36.723
1270.900, -1.141, -31.351, -36.984, -36.449
1270.950, -1.144, -31.305, -37.240, -36.405
1271.000, -1.146, -31.140, -37.097, -36.609
1271.050, -1.147, -31.163, -36.937, -36.619
1271.100, -1.149, -31.092, -36.897, -36.627
1271.150, -1.151, -31.115, -36.195, -36.630
1271.200, -1.153, -31.301, -36.539, -36.628
1271.250, -1.156, -31.276, -36.871, -36.905
1271.300, -1.158, -30.993, -36.117, -36.511
1271.350, -1.160, -30.994, -36.607, -36.433
1271.400, -1.161, -30.987, -36.790, -37.660
1271.450, -1.161, -31.100, -36.305, -37.411
1271.500, -1.162, -30.814, -35.846, -37.467
1271.550, -1.162, -30.944, -35.736, -36.426
1271.600, -1.161, -30.840, -36.052, -37.251
1271.650, -1.161, -30.881, -35.801, -37.134
1271.700, -1.160, -30.634, -36.834, -36.607
1271.750, -1.157, -30.670, -35.623, -36.936
1271.800, -1.155, -30.530, -36.004, -38.017
1271.850, -1.153, -30.751, -35.822, -37.251
1271.900, -1.151, -30.652, -35.760, -37.505
1271.950, -1.150, -30.548, -35.480, -37.189
1272.000, -1.148, -30.537, -36.005, -37.086
1272.050, -1.146, -30.623, -35.591, -36.709
1272.100, -1.147, -30.579, -35.438, -37.389
1272.150, -1.147, -30.562, -35.179, -36.843
1272.200, -1.147, -30.355, -35.937, -36.620
1272.250, -1.149, -30.434, -35.592, -35.929
1272.300, -1.150, -30.468, -35.441, -36.416
1272.350, -1.151, -30.538, -35.431, -37.458
1272.400, -1.153, -30.469, -35.137, -37.185
1272.450, -1.154, -30.364, -35.697, -36.634
1272.500, -1.155, -30.269, -35.121, -37.499
1272.550, -1.156, -30.417, -35.365, -36.600
1272.600, -1.157, -30.502, -35.055, -37.505
1272.650, -1.158, -30.695, -35.020, -37.046
1272.700, -1.156, -30.346, -35.670, -37.029
1272.750, -1.155, -30.319, -34.720, -37.028
1272.800, -1.154, -30.485, -35.633, -36.165
1272.850, -1.152, -30.506, -35.742, -37.444
1272.900, -1.151, -30.513, -34.864, -36.703
1272.950, -1.148, -30.445, -35.275, -36.974
1273.000, -1.146, -30.369, -36.006, -37.506
1273.050, -1.145, -30.499, -35.588, -37.211
1273.100, -1.144, -30.482, -35.990, -37.097
1273.150, -1.145, -30.465, -36.218, -37.106
1273.200, -1.146, -30.533, -37.210, -37.490
1273.250, -1.147, -30.565, -35.777, -38.104
1273.300, -1.148, -30.630, -35.571, -37.870
1273.350, -1.150, -30.591, -36.082, -38.560
1273.400, -1.152, -30.487, -35.923, -38.039
1273.450, -1.153, -30.517, -36.073, -39.751
1273.500, -1.155, -30.536, -35.882, -37.369
1273.550, -1.157, -30.673, -35.770, -37.337
1273.600, -1.159, -30.486, -36.413, -38.112
1273.650, -1.161, -30.643, -36.609, -38.255
1273.700, -1.163, -30.706, -36.601, -36.810
1273.750, -1.164, -30.541, -35.579, -38.404
1273.800, -1.165, -30.668, -36.769, -36.457
1273.850, -1.166, -30.549, -37.105, -36.455
1273.900, -1.167, -30.516, -37.572, -37.899
1273.950, -1.169, -30.522, -37.690, -38.269
1274.000, -1.169, -30.683, -38.199, -37.772
1274.050, -1.169, -30.383, -37.026, -39.231
1274.100, -1.170, -30.476, -37.017, -38.680
1274.150, -1.172, -30.364, -37.163, -37.845
1274.200, -1.173, -30.293, -37.567, -37.677
1274.250, -1.175, -30.125, -37.743, -38.608
1274.300, -1.177, -30.059, -37.330, -39.718
1274.350, -1.180, -30.004, -37.175, -39.996
